business_activities,cuisine_name,license_no,licensing_agency,number_of_employees,latitude,longitude
Banqueting,Indian cuisine,1012256,Department of Economic Development- Dubai,23,25.26012952687131,55.19525199414056
Coffee Shop,Arabic cuisine,1259521,Department of Economic Development- Dubai,1,,
Restaurant,Indian cuisine,1083604,Department of Economic Development- Dubai,11,25.278629135087986,55.314214155077934
Vegetable and Fruit Trading,Not Applicable,579856,Department of Economic Development- Dubai,35,25.17837066808643,55.39329953759079
Hotel,Not Applicable,946783,Department of Economic Development- Dubai,20,25.26555295506996,55.32566355400867
General Trading,Not Applicable,516651,Department of Economic Development- Dubai,1,25.26012952687131,55.19525199414056
Coffee Shop,Not Applicable,1496091,Department of Economic Development- Dubai,1,25.26012952687131,55.19525199414056
Restaurant,Thai Cuisine,684918,Department of Economic Development- Dubai,32,25.10000558108152,55.169225373356646
Cafeteria,International cuisine,808018,Department of Economic Development- Dubai,0,25.18957938488965,55.38323324857629
Restaurant,Arabic cuisine,698155,Department of Economic Development- Dubai,12,25.14156178494347,55.20036318339408
Restaurant,International cuisine,943659,Department of Economic Development- Dubai,46,25.186378789270613,55.42630742939453
Restaurant,Indian cuisine,926091,Department of Economic Development- Dubai,1,25.11477756017089,55.19265515887813
Cafeteria,African cuisine,1379013,Department of Economic Development- Dubai,1,,
Supermarket,Not Applicable,962806,Department of Economic Development- Dubai,30,25.23382509653837,55.29494003231508
Restaurant,International cuisine,97792,Department of Economic Development- Dubai,38,25.07459894,55.240416526794434
Restaurant,Arabic cuisine,1160027,Department of Economic Development- Dubai,1,25.07416163881319,55.24874210357666
Cafeteria,Indian cuisine,107711,Department of Economic Development- Dubai,4,25.223777982748377,55.38655049262138
Vegetable and Fruit Trading,Not Applicable,698370,Department of Economic Development- Dubai,2,,
Malls/SME/Intaleq,International cuisine,902899,Department of Economic Development- Dubai,1,25.19173844569254,55.40525436401367
Restaurant,International cuisine,609661,Department of Economic Development- Dubai,52,25.08445024091832,55.14922488822731
Restaurant,Arabic cuisine,1444563,Department of Economic Development- Dubai,22,25.26012952687131,55.19525199414056
Restaurant,International cuisine,795411,Department of Economic Development- Dubai,17,25.076605638519386,55.13360827516056
Meat Seller,Not Applicable,672116,Department of Economic Development- Dubai,1,25.1532255,55.2456451
Restaurant,Indian cuisine,1305192,Department of Economic Development- Dubai,3,25.26012952687131,55.19525199414056
Coffee Shop,Indian cuisine,581388,Department of Economic Development- Dubai,2,25.267583564467635,55.294720843521645
Juice and Soft Drinks Shop,Not Applicable,809031,Department of Economic Development- Dubai,1,25.262271835824915,55.294024776818446
Frozen Products Trading,Not Applicable,749724,Department of Economic Development- Dubai,14,25.179065878535592,55.354267429199226
General Trading,Not Applicable,206930,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Pakistani cuisine,771316,Department of Economic Development- Dubai,2,25.263992089396226,55.41606153693876
Restaurant,Indian cuisine,872545,Department of Economic Development- Dubai,1,24.974279119548243,55.20529643375369
Coffee Shop,Not Applicable,788801,Department of Economic Development- Dubai,0,25.216557572007808,55.25300574691619
Restaurant,Not Applicable,204134,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,International cuisine,1122447,Department of Economic Development- Dubai,20,25.111442291821103,55.19409382747135
Grocery Store,Not Applicable,504853,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Chinese cuisine,719230,Department of Economic Development- Dubai,0,25.173063514540505,55.42415622621775
Supermarket,International cuisine,929282,Department of Economic Development- Dubai,4,,
General Trading,Not Applicable,221192,Department of Economic Development- Dubai,1,25.15988609,55.35352146837092
Restaurant,Arabic cuisine,532188,Department of Economic Development- Dubai,21,25.26674326,55.32313350859647
Department Store,Not Applicable,834933,Department of Economic Development- Dubai,10,,
Restaurant,Indian cuisine,1140667,Department of Economic Development- Dubai,38,25.118087704873293,55.18458366394043
Cafeteria,Others,949373,Department of Economic Development- Dubai,3,,
Nuts Trading,Others,230861,Department of Economic Development- Dubai,0,25.26172689644133,55.29176456707421
Cafeteria,International cuisine,898573,Department of Economic Development- Dubai,14,25.16001995660855,55.25186018
General Trading,Indian cuisine,561681,Department of Economic Development- Dubai,0,25.204929,55.27084
Hotel Apartments,Arabic cuisine,812659,Department of Economic Development- Dubai,50,25.19425584258673,55.28372022786823
Supermarket,Not Applicable,980018,Department of Economic Development- Dubai,22,25.24084924158395,55.53408235854197
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,1311359,Department of Economic Development- Dubai,1,25.26012952687131,55.19525199414056
Mini Store,Not Applicable,1107180,Department of Economic Development- Dubai,5,25.2570418,55.4519273
Restaurant,Arabic cuisine,628504,Department of Economic Development- Dubai,45,25.20143646160372,55.27273739230736
Vegetable and Fruit Trading,Not Applicable,800097,Department of Economic Development- Dubai,11,25.17795494277388,55.38788351589358
Restaurant,Arabic cuisine,791811,Department of Economic Development- Dubai,190,25.15895362457814,55.22879183292389
Restaurant,Others,1224384,Department of Economic Development- Dubai,10,25.045481199886144,55.240116119384766
Restaurant,Not Applicable,816314,Department of Economic Development- Dubai,8,,
Nuts Roasting and Packing (Sub-activity of Manufacturing),Not Applicable,702641,Department of Economic Development- Dubai,29,24.9825625,55.1349574
Two Star Hotel,Indian cuisine,516947,Department of Economic Development- Dubai,11,25.278330277375225,55.30997606576421
School,Not Applicable,806117,Department of Economic Development- Dubai,11,25.24283834177356,55.451189368226736
Supermarket,Not Applicable,893408,Department of Economic Development- Dubai,32,25.05396253990397,55.201388373970985
Restaurant,International cuisine,797236,Department of Economic Development- Dubai,7,25.22562412622805,55.25826238088462
Restaurant,Indian cuisine,1084529,Department of Economic Development- Dubai,11,24.995782367241738,55.11282920837402
Meat Trading,Not Applicable,785518,Department of Economic Development- Dubai,1,25.274819768602107,55.33156067666914
Cafeteria,Not Applicable,726352,Department of Economic Development- Dubai,1,25.25724734,55.29042521045778
Supermarket,Not Applicable,817604,Department of Economic Development- Dubai,225,25.055550732629605,55.42128324508667
Coffee Shop,Not Applicable,1174940,Department of Economic Development- Dubai,17,25.101922104163275,55.23960113525391
Restaurant,International cuisine,748605,Department of Economic Development- Dubai,51,25.077470151391463,55.13407114784981
Cafeteria,American Cuisine,747593,Department of Economic Development- Dubai,7,25.19405721420931,55.405296608805656
Supermarket,Not Applicable,1082506,Department of Economic Development- Dubai,9,25.139379511630057,55.23273468017578
Restaurant,Indian cuisine,841301,Department of Economic Development- Dubai,78,25.24824820795309,55.28607152519772
Grocery Store,African cuisine,732490,Department of Economic Development- Dubai,1,25.2739902,55.3317614
Restaurant,Arabic cuisine,1132788,Department of Economic Development- Dubai,5,25.22206249606831,55.43368712067604
Coffee Shop,International cuisine,836677,Department of Economic Development- Dubai,1,25.237471888368244,55.30591204762459
Restaurant,Philippines Cuisine,767847,Department of Economic Development- Dubai,1,25.23062273433081,55.27261204261458
Catering Services,International cuisine,1176844,Department of Economic Development- Dubai,11,25.04594776021623,55.242862701416016
Restaurant,International cuisine,1210366,Department of Economic Development- Dubai,30,25.00066673753611,55.14989163726568
Restaurant,Not Applicable,779404,Department of Economic Development- Dubai,14,25.119031928697108,55.20185482665829
Restaurant,Indian cuisine,740553,Department of Economic Development- Dubai,15,25.28738772,55.35752344876528
Cafeteria,Not Applicable,1043800,Department of Economic Development- Dubai,5,25.26012952687131,55.19525199414056
Fish & Marine Animals Trading,Not Applicable,538786,Department of Economic Development- Dubai,1,25.2825562,55.3254198
Restaurant,Pakistani cuisine,1025861,Department of Economic Development- Dubai,10,,
Restaurant,Indian cuisine,1000463,Department of Economic Development- Dubai,3,25.24584886004827,55.30006789444276
Preparation of Local Sweets,French Cuisine,623420,Department of Economic Development- Dubai,1,25.19564935104045,55.278470031917095
Coffee Shop,Not Applicable,1462977,Department of Economic Development- Dubai,7,25.26012952687131,55.19525199414056
Supermarket,Others,230398,Department of Economic Development- Dubai,1,25.24493340009645,55.29989484697569
Cafeteria,Indian cuisine,1068002,Department of Economic Development- Dubai,1,25.26192934298753,55.33156871795654
Fish & Marine Animals Trading,Not Applicable,130442,Department of Economic Development- Dubai,0,25.281942120085127,55.32783157714845
Mini Store,Not Applicable,236466,Department of Economic Development- Dubai,22,25.24438056522209,55.28398901224136
Restaurant,International cuisine,1053703,Department of Economic Development- Dubai,2,25.07813613431017,55.14291286468506
Grocery Store,Not Applicable,231991,Department of Economic Development- Dubai,1,25.26059108503025,55.29617062071338
Restaurant,Pakistani cuisine,662180,Department of Economic Development- Dubai,145,25.252911268315096,55.33380031599927
Restaurant,Not Applicable,631169,Department of Economic Development- Dubai,14,25.27394081,55.42806386947632
Restaurant,Indian cuisine,948243,Department of Economic Development- Dubai,32,25.25142747,55.30389140533342
Coffee Shop,International cuisine,1193739,Department of Economic Development- Dubai,8,25.180709204404494,55.268096923828125
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,206670,Department of Economic Development- Dubai,9,25.204929,55.27084
Cafeteria,Turkish cuisine,784574,Department of Economic Development- Dubai,21,25.24887261692209,55.480033345520496
Restaurant,Pakistani cuisine,934180,Department of Economic Development- Dubai,10,25.06654538382068,55.21563005
Catering Services,Indian cuisine,751279,Department of Economic Development- Dubai,16,25.111767175725983,55.20953441
Restaurant,International cuisine,820499,Department of Economic Development- Dubai,19,25.261861600000003,55.3254198
Cafeteria,International cuisine,1429852,Department of Economic Development- Dubai,6,25.2899559,55.3532181
Grocery Store,Others,219664,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,International cuisine,986971,Department of Economic Development- Dubai,3,25.21954012800692,55.40851593017578
Food & Beverages Trading (Sub-activity of Trading),International cuisine,684854,Department of Economic Development- Dubai,4,25.29093875753314,55.40228985
Catering Services,International cuisine,816683,Department of Economic Development- Dubai,1,25.23001772,55.25663787663088
Cafeteria,Not Applicable,810630,Department of Economic Development- Dubai,1,25.108065390502368,55.18733978164061
Restaurant,Indian cuisine,727777,Department of Economic Development- Dubai,5,25.07072320816102,55.360034464146906
Restaurant,Indian cuisine,608733,Department of Economic Development- Dubai,30,25.159975301478763,55.25061685643777
Fish & Marine Animals Trading,Not Applicable,503918,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Arabic cuisine,821037,Department of Economic Development- Dubai,5,25.204929,55.27084
Restaurant,Arabic cuisine,573100,Department of Economic Development- Dubai,5,25.27465874640639,55.30448913574219
Restaurant,Pakistani cuisine,569590,Department of Economic Development- Dubai,15,25.29182437763142,55.370384808629865
Cafeteria,Indian cuisine,216178,Department of Economic Development- Dubai,1,25.259151865948617,55.29423690923692
